,job165_scenario1_298,job167_scenario0_300,
in27,0.3771836195002344,0.07184195232811541,
B14,0.27223934984063325,0.15223022943889386,
B11,0.3069827843206865,0.12330705940774855,
cn12,0.20736621387630333,0.0,
B54,0.5673935750815216,0.2185401915984549,
B51,0.4087501471797421,0.3273753342780427,
os4,0.1968698752300131,0.16873190637626323,
in4,0.1869736639189472,0.1300975988762233,
B33,0.03222110903715447,0.04872278597452384,
sh10,0.3504945006316342,0.4971927399019737,
in22,0.2185401915984549,0.1300975988762233,
