,job138_scenario2_257,job139_scenario3_258,job140_scenario2_260,
in27,0.14478510861277255,0.27865254830351893,0.09833880403329764,
B14,0.08844259272223176,0.08844259272223176,0.0,
B11,0.27865254830351893,0.39866166870525827,0.31021907598302667,
cn12,0.1319543090331794,0.12000912040173944,0.09833880403329764,
B54,0.4688625038848061,0.39866166870525827,0.4688625038848061,
B51,0.14478510861277255,0.22884426308132727,0.1586434279017795,
os4,0.39866166870525827,0.27865254830351893,0.31021907598302667,
in4,0.1586434279017795,0.27865254830351893,0.20845171312397104,
B33,0.31021907598302667,0.25196342943491873,0.31021907598302667,
sh10,0.25196342943491873,0.22884426308132727,0.25196342943491873,
in22,0.5888716242865455,0.25196342943491873,0.39866166870525827,
