,job162_scenario0_292,job163_scenario1_294,
in27,0.10717832082214629,0.27426911004984195,
B14,0.1245064268363475,0.27426911004984195,
B11,0.10717832082214629,0.15425998964810256,
cn12,0.0,0.09142777982588635,
B54,0.21913312561243248,0.27426911004984195,
B51,0.16543396737025412,0.2538765600924857,
os4,0.11562568214806246,0.2538765600924857,
in4,0.14376365100181232,0.14376365100181232,
B33,0.2356348025498019,0.17737915600169407,
sh10,0.17737915600169402,0.32407739527203355,
in22,0.09142777982588635,0.15425998964810256,
