,job242_scenario0_439,job244_scenario1_441,
in27,0.12330705940774855,0.27223934984063325,
B14,0.1869736639189472,0.4971927399019737,
B11,0.1869736639189472,0.3069827843206865,
cn12,0.0,0.1869736639189472,
B54,0.028330236017167665,0.1869736639189472,
B51,0.15223022943889386,0.11047625982815545,
os4,0.15223022943889386,0.2887410267780027,
in4,0.1869736639189472,0.2887410267780027,
B33,0.20736621387630333,0.17761265106454827,
sh10,0.3771836195002344,0.44738445467978216,
in22,0.08735709347456388,0.3771836195002343,
