RecordTimeStamp,SystemTick,AssignmentTick,JobId,WorkerId,JobArrivalTime,JobTime,FreeWorkersCount
1644417478,0,1,job0_scenario1_0,B54,0,5,7,
1644417478,4,5,job1_scenario1_4,os4,4,7,6,
1644417478,7,8,job2_scenario2_7,B14,7,5,6,
1644417478,9,10,job3_scenario1_9,B54,9,8,5,
1644417478,11,12,job4_scenario1_11,B51,11,10,4,
1644417478,18,19,job6_scenario1_18,B11,18,12,6,
1644417478,18,19,job5_scenario0_15,B54,15,12,5,
1644417478,20,21,job8_scenario1_20,os4,20,7,4,
1644417479,22,23,job7_scenario1_19,B51,19,8,4,
1644417479,22,23,job9_scenario1_22,B14,22,9,3,
1644417479,24,25,job10_scenario4_24,in27,24,5,2,
1644417479,31,32,job11_scenario0_26,B51,26,12,6,
1644417479,31,32,job12_scenario1_31,B54,31,5,5,
1644417479,32,33,job13_scenario1_32,os4,32,10,5,
1644417479,34,35,job15_scenario4_34,B11,34,3,4,
1644417479,35,36,job16_scenario1_35,in27,35,12,3,
1644417479,37,38,job17_scenario2_37,B54,37,7,3,
1644417479,40,41,job18_scenario3_40,B14,40,2,3,
1644417479,43,44,job14_scenario2_33,os4,33,3,4,
1644417479,43,44,job19_scenario2_43,B14,43,2,3,
1644417479,47,48,job20_scenario3_47,B51,47,2,6,
1644417480,49,50,job21_scenario1_49,B11,49,7,6,
1644417480,52,53,job22_scenario1_52,B54,52,4,6,
1644417480,55,56,job24_scenario1_55,B14,55,8,5,
1644417480,56,57,job25_scenario1_56,os4,56,9,4,
1644417480,58,59,job23_scenario1_54,B11,54,10,5,
1644417480,59,60,job26_scenario4_59,B54,59,3,4,
1644417480,60,61,job27_scenario0_60,B51,60,13,3,
1644417480,65,66,job28_scenario1_61,B54,61,5,4,
1644417480,66,67,job30_scenario4_66,os4,66,3,4,
1644417480,66,67,job29_scenario2_65,B14,65,1,3,
1644417480,68,69,job31_scenario0_67,B14,67,19,3,
1644417480,69,70,job33_scenario4_69,B11,69,4,3,
1644417480,70,71,job32_scenario2_68,os4,68,2,3,
1644417480,72,73,job35_scenario0_72,B54,72,14,3,
1644417480,73,74,job36_scenario1_73,in27,73,13,3,
1644417481,74,75,job37_scenario1_74,B51,74,10,4,
1644417481,74,75,job34_scenario3_70,B11,70,3,3,
1644417481,78,79,job38_scenario1_78,os4,78,9,3,
1644417481,82,83,job40_scenario3_82,B11,82,1,2,
1644417481,85,86,job39_scenario0_80,B51,80,14,3,
1644417481,86,87,job41_scenario1_86,B11,86,8,2,
1644417481,87,88,job42_scenario0_87,B54,87,11,3,
1644417481,88,89,job43_scenario4_88,os4,88,4,4,
1644417481,89,90,job44_scenario1_89,B14,89,8,3,
1644417481,94,95,job47_scenario0_94,os4,94,13,3,
