,job252_scenario0_470,job254_scenario2_473,job255_scenario1_474,
in27,0.17250174719078626,0.32407739527203344,0.32407739527203344,
B14,0.2427025823703341,0.3627117027720735,0.6027299435755523,
B11,0.19562091354437783,0.307575718334664,0.32407739527203344,
cn12,0.032100076831690694,0.21294901955857903,0.18756659793292463,
B54,0.34231915281471725,0.5325291083960044,0.3627117027720735,
B51,0.0,0.013858319289006826,0.028923170031145196,
os4,0.23220624372404386,0.7227390639772917,0.3627117027720735,
in4,0.204068274870294,0.27865254830351877,0.2658217487239256,
B33,0.25387656009248566,0.4440865156737729,0.32407739527203344,
sh10,0.3627117027720735,0.6027299435755523,0.5325291083960044,
in22,0.27865254830351877,0.4440865156737729,0.32407739527203344,
