,job498_scenario1_982,job499_scenario3_985,
in27,0.19826427119274032,0.22495339006134052,
B14,0.15475255488179263,0.2951542252408883,
B11,0.19826427119274032,0.2951542252408883,
cn12,0.0,0.15475255488179263,
B54,0.25651991774084826,0.1365107973391088,
B51,0.09108595037059414,0.2951542252408883,
os4,0.1365107973391088,0.2951542252408883,
in4,0.05513598443740947,0.4151633456426277,
B33,0.12000912040173939,0.22495339006134052,
sh10,0.25651991774084826,0.4151633456426277,
in22,0.17514510483914886,0.34496251046307985,
