,job463_scenario0_912,job465_scenario0_914,
in27,0.2243469566467191,0.2532701266778644,
B14,0.029753562811755008,0.0,
B11,0.24557390129305767,0.24557390129305767,
cn12,0.10103989723897056,0.10103989723897056,
B54,0.3315252774688654,0.3315252774688654,
B51,0.4284152315170133,0.3315252774688654,
os4,0.29790977246898365,0.3084061111152739,
in4,0.3084061111152739,0.2532701266778644,
B33,0.34435607704845855,0.3732792470796038,
sh10,0.5982326371409443,0.5484243519187527,
in22,0.3582143963374655,0.34435607704845855,
