,job677_scenario0_1464,job678_scenario1_1465,
in27,0.09081436354962691,0.20495388581844748,
B14,0.15514560059625582,0.3951638413997347,
B11,0.10972075362774114,0.2933964785406791,
cn12,0.0,0.15514560059625582,
B54,0.20495388581844748,0.43379814889977475,
B51,0.25865304406062584,0.21689907444988743,
os4,0.20495388581844748,0.25865304406062584,
in4,0.1733873581389398,0.22972987402948059,
B33,0.22972987402948059,0.22972987402948059,
sh10,0.3951638413997347,0.5538072693015141,
in22,0.1733873581389398,0.24358819331848752,
