,job762_scenario4_1746,job764_scenario2_1751,
in27,0.1586434279017795,0.0884425927222317,
B14,0.20845171312397115,0.20845171312397115,
B11,0.3284608335257105,0.0884425927222317,
cn12,0.13825087794442326,0.0,
B54,0.5186707891069977,0.20845171312397115,
B51,0.2400182408034789,0.07458427343322477,
os4,0.27865254830351893,0.27865254830351893,
in4,0.2400182408034789,0.028137968853749862,
B33,0.10350744346437002,0.2400182408034789,
sh10,0.2400182408034789,0.3284608335257105,
in22,0.13825087794442326,0.3284608335257105,
