,job1084_scenario0_3471,job1085_scenario1_3474,
in27,0.18367572491293782,0.3102190759830265,
B14,0.2637727714035516,0.373885680494225,
B11,0.21143690022762562,0.3556439229515412,
cn12,0.06366660451119843,0.27426911004984184,
B54,0.2854430877719934,0.5640956360755123,
B51,0.0,0.013858319289006826,
os4,0.2637727714035516,0.33914224601417176,
in4,0.27426911004984184,0.3102190759830265,
B33,0.27426911004984184,0.3556439229515412,
sh10,0.5142873508533207,0.5142873508533207,
in22,0.27426911004984184,0.3102190759830265,
