,job116_scenario1_218,job117_scenario1_219,
in27,0.32528392672516493,0.36002736120521817,
B14,0.4617947240642738,0.5004290315643138,
B11,0.32528392672516493,0.40353907751616586,
cn12,0.2217764832607949,0.21332912193487874,
B54,0.4617947240642738,0.7404472723677926,
B51,0.01506485074213837,0.0,
os4,0.36002736120521817,0.40353907751616586,
in4,0.27158476848298657,0.2963607566940197,
B33,0.2835299571144265,0.34178560366253435,
sh10,0.260410790760835,0.430228196384766,
in22,0.32528392672516493,0.32528392672516493,
