,job357_scenario4_669,job358_scenario2_670,
in27,0.24001824080347878,0.13507397114387765,
B14,0.0,0.24001824080347872,
B11,0.21332912193487857,0.13507397114387765,
cn12,0.15157564808124707,0.05970449653325749,
B54,0.3600273612052181,0.3600273612052181,
B51,0.2715847684829865,0.1061508011127324,
os4,0.2715847684829865,0.43022819638476595,
in4,0.21332912193487857,0.12000912040173933,
B33,0.1061508011127324,0.43022819638476595,
sh10,0.24001824080347878,0.43022819638476595,
in22,0.15157564808124707,0.31021907598302656,
