,job279_scenario1_514,job281_scenario0_519,job282_scenario2_521,
in27,0.2786525483035188,0.1509472025169727,0.2137794123391889,
B14,0.19338686238183267,0.06401672912569445,0.45379765314266773,
B11,0.2786525483035188,0.1751451048391488,0.3337885327409283,
cn12,0.16669774351323263,0.0,0.2137794123391889,
B54,0.5036059383648592,0.24972937827237357,0.38359681796311995,
B51,0.2635876975613805,0.2635876975613805,0.29515422524088825,
os4,0.35690769909451975,0.20328307369289866,0.5738067735444071,
in4,0.2137794123391889,0.18402584952743384,0.23689857869278041,
B33,0.22495339006134046,0.20328307369289866,0.45379765314266773,
sh10,0.38359681796311995,0.5036059383648592,0.4151633456426277,
in22,0.24972937827237357,0.23689857869278041,0.38359681796311995,
