,job696_scenario2_1521,job697_scenario4_1522,
in27,0.06487313596432992,0.08137481290169934,
B14,0.2898265260256704,0.16981740562393105,
B11,0.09961657044438316,0.2013839333034388,
cn12,0.0,0.12000912040173939,
B54,0.16981740562393105,0.3600273612052182,
B51,0.023119166353591514,0.2400182408034788,
os4,0.4800364816069576,0.16981740562393105,
in4,0.011173977722151562,0.3600273612052182,
B33,0.2898265260256704,0.03594996593318467,
sh10,0.2898265260256704,0.16981740562393105,
in22,0.2400182408034788,0.09961657044438316,
