,job847_scenario2_2058,job848_scenario1_2060,
in27,0.1319543090331794,0.1737082786439178,
B14,0.22884426308132727,0.25196342943491873,
B11,0.14478510861277255,0.22884426308132727,
cn12,0.07020083517954778,0.07908157986783282,
B54,0.3488533834830667,0.4688625038848061,
B51,0.0,0.024775988211033106,
os4,0.5888716242865455,0.1737082786439178,
in4,0.1737082786439178,0.12000912040173944,
B33,0.39866166870525827,0.12000912040173944,
sh10,0.06175347385363161,0.08844259272223176,
in22,0.31021907598302667,0.1737082786439178,
