,job414_scenario2_812,job416_scenario2_815,job417_scenario3_816,
in27,0.0813748129016994,0.15157564808124718,0.3600273612052182,
B14,0.31021907598302667,0.3600273612052182,0.2715847684829866,
B11,0.13507397114387776,0.13507397114387776,0.43022819638476606,
cn12,0.0,0.0597044965332576,0.09332000153313935,
B54,0.169817405623931,0.2715847684829866,0.21332912193487868,
B51,0.19020995558128723,0.19020995558128723,0.3600273612052182,
os4,0.31021907598302667,0.5502373167865054,0.3600273612052182,
in4,0.13507397114387776,0.13507397114387776,0.43022819638476606,
B33,0.2715847684829866,0.3600273612052182,0.169817405623931,
sh10,0.31021907598302667,0.3600273612052182,0.2715847684829866,
in22,0.5502373167865054,0.2400182408034789,0.3600273612052182,
