,job382_scenario1_739,job383_scenario1_740,
in27,0.1828413302239556,0.12770534578654613,
B14,0.16244878026659937,0.3526587358478866,
B11,0.16244878026659937,0.20596049657754706,
cn12,0.007696225384806743,0.0,
B54,0.3526587358478866,0.5428686914291738,
B51,0.14420702272391556,0.16244878026659937,
os4,0.30285045062569504,0.16244878026659937,
in4,0.07400618754436777,0.04243965986486009,
B33,0.11264049504440782,0.09878217575540088,
sh10,0.3526587358478866,0.20596049657754706,
in22,0.16244878026659937,0.1828413302239556,
