,job802_scenario0_1890,job803_scenario0_1892,
in27,0.12679965987021413,0.12679965987021413,
B14,0.18367572491293804,0.18367572491293804,
B11,0.1489322904328847,0.1743147120585391,
cn12,0.0,0.0033619806427167553,
B54,0.22718744122388568,0.20406827487029416,
B51,0.24001824080347883,0.24001824080347883,
os4,0.18367572491293804,0.24001824080347883,
in4,0.16543396737025406,0.1569866060443379,
B33,0.2689414108346241,0.1743147120585391,
sh10,0.32407739527203355,0.347196561625625,
in22,0.19357193622400393,0.24001824080347883,
