,job188_scenario3_347,job189_scenario0_348,job190_scenario1_349,
in27,0.3771836195002344,0.15223022943889386,0.23048538022989484,
B14,0.4971927399019737,0.1869736639189472,0.3069827843206865,
B11,0.4971927399019737,0.1371653786967555,0.243316179809488,
cn12,0.3069827843206865,0.0,0.16028454505034706,
B54,0.3504945006316342,0.27223934984063325,0.5673935750815216,
B51,0.5673935750815216,0.25717449909849494,0.243316179809488,
os4,0.5673935750815216,0.1869736639189472,0.3504945006316342,
in4,0.4087501471797421,0.16873190637626323,0.27223934984063325,
B33,0.3504945006316342,0.25717449909849494,0.27223934984063325,
sh10,0.3069827843206865,0.3273753342780427,0.6874026954832609,
in22,0.3273753342780427,0.1869736639189472,0.2887410267780027,
