,job276_scenario0_511,job279_scenario1_514,job280_scenario1_516,
in27,0.1300975988762233,0.27223934984063325,0.25717449909849494,
B14,0.20736621387630333,0.3069827843206865,0.3504945006316342,
B11,0.15223022943889386,0.27223934984063325,0.3504945006316342,
cn12,0.0,0.16028454505034706,0.16873190637626323,
B54,0.25717449909849494,0.4971927399019737,0.3504945006316342,
B51,0.27223934984063325,0.25717449909849494,0.243316179809488,
os4,0.1968698752300131,0.3504945006316342,0.3273753342780427,
in4,0.1968698752300131,0.20736621387630333,0.2185401915984549,
B33,0.1869736639189472,0.2185401915984549,0.3273753342780427,
sh10,0.44738445467978216,0.3771836195002344,0.3273753342780427,
in22,0.25717449909849494,0.243316179809488,0.27223934984063325,
