,job7_scenario1_19,job8_scenario1_20,job10_scenario4_24,
in27,0.24001824080347883,0.25387656009248577,0.40545220817373295,
B14,0.32407739527203355,0.32407739527203355,0.32407739527203355,
B11,0.25387656009248577,0.2689414108346241,0.3738856804942252,
cn12,0.18367572491293804,0.1569866060443379,0.347196561625625,
B54,0.3738856804942252,0.40545220817373295,0.444086515673773,
B51,0.24001824080347883,0.2854430877719935,0.347196561625625,
os4,0.06366660451119854,0.0,0.16543396737025406,
in4,0.25387656009248577,0.22718744122388568,0.40545220817373295,
B33,0.21524225259244573,0.2854430877719935,0.2854430877719935,
sh10,0.444086515673773,0.3036848453146773,0.444086515673773,
in22,0.32407739527203355,0.2854430877719935,0.444086515673773,
