,job252_scenario0_470,job254_scenario2_473,job256_scenario4_475,
in27,0.14040167035909557,0.29197731844034275,0.31021907598302656,
B14,0.2106025055386434,0.3306116259403828,0.5004290315643138,
B11,0.16352083671268713,0.2754756415029733,0.38041991116257445,
cn12,0.0,0.18084894272688834,0.29197731844034275,
B54,0.31021907598302656,0.5004290315643138,0.5004290315643138,
B51,0.006534230668349239,0.020392549957356176,0.3306116259403828,
os4,0.20010616689235317,0.690638987145601,0.35373079229397425,
in4,0.1719681980386033,0.24655247147182807,0.4119864388420822,
B33,0.22177648326079497,0.4119864388420822,0.20010616689235317,
sh10,0.3306116259403828,0.5706298667438616,0.4119864388420822,
in22,0.24655247147182807,0.4119864388420822,0.35373079229397425,
