,job272_scenario1_516,job273_scenario1_518,
in27,0.2754756415029733,0.24655247147182807,
B14,0.31021907598302656,0.29197731844034275,
B11,0.35373079229397425,0.3306116259403828,
cn12,0.14040167035909557,0.15546652110123393,
B54,0.38041991116257445,0.38041991116257445,
B51,0.22177648326079497,0.260410790760835,
os4,0.020392549957356176,0.0,
in4,0.2106025055386434,0.22177648326079497,
B33,0.260410790760835,0.24655247147182807,
sh10,0.38041991116257445,0.4119864388420822,
in22,0.23372167189223492,0.2754756415029733,
