,job417_scenario0_822,job419_scenario2_825,
in27,0.12654335107008863,0.24655247147182807,
B14,0.2106025055386434,0.5004290315643138,
B11,0.15546652110123393,0.31021907598302656,
cn12,0.0,0.2106025055386434,
B54,0.24655247147182807,0.35373079229397425,
B51,0.23372167189223492,0.19020995558128728,
os4,0.22177648326079497,0.4119864388420822,
in4,0.1477702957164272,0.24655247147182807,
B33,0.23372167189223492,0.45062074634212224,
sh10,0.690638987145601,0.45062074634212224,
in22,0.20010616689235317,0.5706298667438616,
