,job522_scenario2_1029,job524_scenario0_1036,
in27,0.2854430877719935,0.11347488973339015,
B14,0.444086515673773,0.19357193622400393,
B11,0.2689414108346241,0.11347488973339015,
cn12,0.25387656009248577,0.0,
B54,0.5640956360755124,0.2689414108346241,
B51,0.19357193622400393,0.2689414108346241,
os4,0.49389480089596455,0.19357193622400393,
in4,0.25387656009248577,0.1743147120585391,
B33,0.5640956360755124,0.24001824080347883,
sh10,0.13386743969074644,0.06366660451119865,
in22,0.40545220817373295,0.25387656009248577,
