,job181_scenario1_368,job184_scenario2_372,
in27,0.131183098123891,0.131183098123891,
B14,0.2898265260256705,0.48003648160695767,
B11,0.18488225636606936,0.2013839333034388,
cn12,0.06487313596432998,0.09025555758998438,
B54,0.04980828522219172,0.16981740562393105,
B51,0.14312828675533096,0.14312828675533096,
os4,0.0,0.16981740562393105,
in4,0.131183098123891,0.1559590863349241,
B33,0.2013839333034388,0.32139305370517823,
sh10,0.2898265260256705,0.4098356464274098,
in22,0.2631374071570703,0.2898265260256705,
