,job382_scenario1_723,job384_scenario1_726,job385_scenario4_731,
in27,0.10350744346437002,0.07458427343322477,0.20845171312397115,
B14,0.20845171312397115,0.20845171312397115,0.2400182408034789,
B11,0.13825087794442326,0.1586434279017795,0.27865254830351893,
cn12,0.01824175754268398,0.0,0.13825087794442326,
B54,0.18176259425537095,0.20845171312397115,0.27865254830351893,
B51,0.07458427343322477,0.13825087794442326,0.1586434279017795,
os4,0.07458427343322477,0.13825087794442326,0.2400182408034789,
in4,0.0386343075000401,0.028137968853749862,0.20845171312397115,
B33,0.13825087794442326,0.13825087794442326,0.0884425927222317,
sh10,0.0884425927222317,0.0884425927222317,0.0386343075000401,
in22,0.18176259425537095,0.10350744346437002,0.1586434279017795,
