,job483_scenario0_945,job485_scenario0_948,
in27,0.12318602720228489,0.12972025787063413,
B14,0.19338686238183278,0.22495339006134046,
B11,0.18402584952743384,0.14357857715964106,
cn12,0.0,0.006413198462885572,
B54,0.24972937827237357,0.24972937827237357,
B51,0.2137794123391889,0.2786525483035188,
os4,0.20328307369289866,0.2137794123391889,
in4,0.20328307369289866,0.15864342790177943,
B33,0.2635876975613805,0.24972937827237357,
sh10,0.45379765314266773,0.5036059383648592,
in22,0.20328307369289866,0.20328307369289866,
