,job913_scenario1_2119,job914_scenario1_2121,
in27,0.07956184803394667,0.11112837571345441,
B14,0.09462669877608498,0.1995709684356861,
B11,0.09462669877608498,0.14976268321349445,
cn12,0.06570352874493973,0.0,
B54,0.31958008883742545,0.14976268321349445,
B51,0.05287272916534658,0.05287272916534658,
os4,0.11112837571345441,0.12937013325613822,
in4,0.009361012854398942,0.040927540533906626,
B33,0.06570352874493973,0.06570352874493973,
sh10,0.14976268321349445,0.23113749611519385,
in22,0.11112837571345441,0.05287272916534658,
