,job293_scenario0_550,job295_scenario4_553,job296_scenario0_554,
in27,0.14123606504807795,0.347196561625625,0.12000912040173939,
B14,0.21524225259244573,0.3036848453146773,0.19357193622400393,
B11,0.12000912040173939,0.3738856804942252,0.16543396737025406,
cn12,0.0,0.3036848453146773,0.010288366773998248,
B54,0.20406827487029416,0.5640956360755124,0.1743147120585391,
B51,0.24001824080347883,0.25387656009248577,0.22718744122388568,
os4,0.21524225259244573,0.3738856804942252,0.21524225259244573,
in4,0.08955601497018018,0.347196561625625,0.1489322904328847,
B33,0.2689414108346241,0.22718744122388568,0.24001824080347883,
sh10,0.6841047564772518,0.40545220817373295,0.5640956360755124,
in22,0.2689414108346241,0.25387656009248577,0.19357193622400393,
