,job202_scenario4_372,job204_scenario1_374,
in27,0.2951542252408883,0.0,
B14,0.1365107973391088,0.34496251046307985,
B11,0.22495339006134052,0.10494426965960107,
cn12,0.17514510483914886,0.0080543156114532,
B54,0.22495339006134052,0.22495339006134052,
B51,0.19826427119274032,0.12000912040173939,
os4,0.19826427119274032,0.19826427119274032,
in4,0.19826427119274032,0.09108595037059414,
B33,0.17514510483914886,0.03474343448005335,
sh10,0.12000912040173939,0.25651991774084826,
in22,0.17514510483914886,0.22495339006134052,
