,job84_scenario0_160,job85_scenario1_161,job86_scenario1_162,
in27,0.1270769002222717,0.22039690175541105,0.19727773540181953,
B14,0.2786525483035189,0.26215087136614945,0.5573050966070378,
B11,0.15019606657586326,0.2084517131239711,0.26215087136614945,
cn12,0.0,0.1768851854444634,0.15864342790177943,
B54,0.24708602062401114,0.5573050966070378,0.5573050966070378,
B51,0.22039690175541105,0.22039690175541105,0.2332277013350042,
os4,0.22039690175541105,0.26215087136614945,0.3670951410257506,
in4,0.13444552557960332,0.1768851854444634,0.1768851854444634,
B33,0.1867813967555293,0.2084517131239711,0.2332277013350042,
sh10,0.3670951410257506,0.3986616687052583,0.4871042614274899,
in22,0.3172868558035589,0.2968943058462027,0.2968943058462027,
