,job106_scenario1_203,job110_scenario2_207,job112_scenario2_211,
in27,0.2667073596720789,0.28709990962943516,0.10425857940547956,
B14,0.28709990962943516,0.3369081948516268,0.3102190759830266,
B11,0.3369081948516268,0.19020995558128728,0.28709990962943516,
cn12,0.20304075516088044,0.1119548047902863,0.17826476694984733,
B54,0.6471272708346534,0.36847472253113456,0.3369081948516268,
B51,0.21689907444988737,0.3102190759830266,0.2667073596720789,
os4,0.02668911886860026,0.0,0.21689907444988737,
in4,0.16709078922769577,0.17826476694984733,0.19020995558128728,
B33,0.16709078922769577,0.4071090300311746,0.36847472253113456,
sh10,0.527118150432914,0.28709990962943516,0.2484656021293951,
in22,0.17826476694984733,0.28709990962943516,0.28709990962943516,
