,job431_scenario2_842,job432_scenario0_843,job434_scenario4_846,
in27,0.3013383312947417,0.13590436392448757,0.24308268474663386,
B14,0.2311374961151939,0.02975356281175512,0.07956184803394684,
B11,0.255913484326227,0.13590436392448757,0.5799908795982606,
cn12,0.18132921089300225,0.0,0.255913484326227,
B54,0.4599817591965212,0.3195800888374255,0.4599817591965212,
B51,0.255913484326227,0.28483665435737227,0.4599817591965212,
os4,0.5799908795982606,0.2311374961151939,0.5799908795982606,
in4,0.2094671797467521,0.16482753395563288,0.5097900444187127,
B33,0.5097900444187127,0.3630918051483732,0.24308268474663386,
sh10,0.3630918051483732,0.3897809240169734,0.3897809240169734,
in22,0.7,0.16482753395563288,0.42134745169648113,
