,job106_scenario1_203,job110_scenario2_207,job111_scenario2_208,
in27,0.2933964785406791,0.3137890284980353,0.33690819485162676,
B14,0.3137890284980353,0.36359731372022697,0.22972987402948059,
B11,0.36359731372022697,0.21689907444988743,0.3137890284980353,
cn12,0.22972987402948059,0.13864392365888645,0.16402634528454085,
B54,0.6738163897032535,0.3951638413997347,0.27515472099799526,
B51,0.24358819331848752,0.33690819485162676,0.18328356945000568,
os4,0.026689118868600148,0.0,0.09688995404814793,
in4,0.19377990809629592,0.20495388581844748,0.1733873581389398,
B33,0.19377990809629592,0.43379814889977475,0.6738163897032535,
sh10,0.5538072693015141,0.3137890284980353,0.43379814889977475,
in22,0.08494476541670803,0.19377990809629592,0.24358819331848752,
