,job213_scenario0_393,job216_scenario1_400,
in27,0.14357857715964106,0.38359681796311995,
B14,0.1509472025169727,0.22495339006134046,
B11,0.16669774351323263,0.31339598278357206,
cn12,0.0,0.22495339006134046,
B54,0.22495339006134046,0.5036059383648592,
B51,0.2635876975613805,0.23689857869278041,
os4,0.22495339006134046,0.3337885327409283,
in4,0.1751451048391488,0.20328307369289866,
B33,0.2635876975613805,0.18402584952743384,
sh10,0.5738067735444071,0.5738067735444071,
in22,0.2137794123391889,0.6938158939461465,
