,job191_scenario1_355,job192_scenario1_356,
in27,0.13050545904802963,0.18031374427022123,
B14,0.3318893923514684,0.4203319850737,
B11,0.15362462540162114,0.49053282025324785,
cn12,0.06767324922581341,0.10075189623627456,
B54,0.23012202949241278,0.250514579449769,
B51,0.0,0.03361550499988175,
os4,0.21188027194972897,0.250514579449769,
in4,0.1416794367701812,0.19537859501235955,
B33,0.21188027194972897,0.19537859501235955,
sh10,0.23012202949241278,0.2736337458033605,
in22,0.23012202949241278,0.13050545904802963,
