,job354_scenario1_665,job355_scenario0_666,job357_scenario4_669,
in27,0.23710831410651462,0.16310212656214684,0.7059708179913207,
B14,0.7059708179913207,0.2618843023175477,0.3957517420082941,
B11,0.3255509068287462,0.13534095124745904,0.5859616975895813,
cn12,0.20554178642700693,0.0,0.24905350273795457,
B54,0.42731826968780184,0.27574262160655466,0.42731826968780184,
B51,0.3073091492860624,0.3255509068287462,0.5157608624100334,
os4,0.3255509068287462,0.24905350273795457,0.3255509068287462,
in4,0.17079835194695359,0.17079835194695359,0.5157608624100334,
B33,0.2618843023175477,0.24905350273795457,0.27574262160655466,
sh10,0.34594345678610244,0.42731826968780184,0.3073091492860624,
in22,0.3255509068287462,0.20554178642700693,0.42731826968780184,
