,job104_scenario1_200,job105_scenario0_202,
in27,0.3759226047279664,0.24937925365787772,
B14,0.5097900444187128,0.31021907598302667,
B11,0.4213474516964811,0.24937925365787772,
cn12,0.30133833129474163,0.14619273069848582,
B54,0.3195800888374256,0.0,
B51,0.11112837571345446,0.0946266987760851,
os4,0.36309180514837325,0.3511466165169333,
in4,0.36309180514837325,0.2771404289725655,
B33,0.4395892092391649,0.3759226047279664,
sh10,0.4831009255501126,0.5097900444187128,
in22,0.4599817591965211,0.4395892092391649,
