,job293_scenario0_550,job295_scenario4_553,
in27,0.14123606504807795,0.347196561625625,
B14,0.21524225259244573,0.3036848453146773,
B11,0.12000912040173939,0.3738856804942252,
cn12,0.0,0.3036848453146773,
B54,0.20406827487029416,0.5640956360755124,
B51,0.24001824080347883,0.25387656009248577,
os4,0.21524225259244573,0.3738856804942252,
in4,0.08955601497018018,0.347196561625625,
B33,0.2689414108346241,0.22718744122388568,
sh10,0.6841047564772518,0.40545220817373295,
in22,0.2689414108346241,0.25387656009248577,
