,job218_scenario1_403,job219_scenario4_404,
in27,0.05513598443740947,0.15475255488179263,
B14,0.19826427119274032,0.25651991774084826,
B11,0.06630996215956103,0.12000912040173939,
cn12,0.0,0.15475255488179263,
B54,0.34496251046307985,0.22495339006134052,
B51,0.12000912040173939,0.12000912040173939,
os4,0.19826427119274032,0.17514510483914886,
in4,0.025382421625654406,0.5351724660443671,
B33,0.07825515079100098,0.03474343448005335,
sh10,0.4151633456426277,0.22495339006134052,
in22,0.19826427119274032,0.12000912040173939,
