,job254_scenario2_473,job256_scenario4_475,job258_scenario1_477,
in27,0.13507397114387765,0.19020995558128712,0.09332000153313924,
B14,0.24001824080347872,0.19020995558128712,0.07020083517954773,
B11,0.13507397114387765,0.2715847684829865,0.09332000153313924,
cn12,0.03156652767950763,0.21332912193487857,0.023119166353591458,
B54,0.24001824080347878,0.3600273612052181,0.31021907598302656,
B51,0.07020083517954773,0.21332912193487857,0.15157564808124707,
os4,0.3600273612052181,0.31021907598302656,0.31021907598302656,
in4,0.13507397114387765,0.2715847684829865,0.09332000153313924,
B33,0.07020083517954773,0.07020083517954773,0.0,
sh10,0.5502373167865053,0.16981740562393088,0.2715847684829865,
in22,0.31021907598302656,0.3600273612052181,0.43022819638476595,
