,job256_scenario4_475,job260_scenario0_481,
in27,0.29904509826087505,0.09497682339058089,
B14,0.4190542186626145,0.17903597785913566,
B11,0.38041991116257445,0.10883514267958783,
cn12,0.3221642646144665,0.0,
B54,0.46886250388480605,0.22884426308132727,
B51,0.3221642646144665,0.3488533834830667,
os4,0.4190542186626145,0.17903597785913566,
in4,0.38041991116257445,0.1319543090331794,
B33,0.29904509826087505,0.19020995558128723,
sh10,0.2786525483035188,0.2786525483035188,
in22,0.46886250388480605,0.1319543090331794,
