,job251_scenario2_469,job253_scenario3_472,
in27,0.2261599215144719,0.27158476848298657,
B14,0.6702464371882448,0.3333382423366181,
B11,0.2261599215144719,0.43022819638476606,
cn12,0.14312828675533096,0.3600273612052183,
B54,0.3333382423366181,0.3600273612052183,
B51,0.0,0.3102190759830266,
os4,0.391593888884726,0.43022819638476606,
in4,0.27158476848298657,0.391593888884726,
B33,0.3333382423366181,0.0546856940330992,
sh10,0.6702464371882448,0.4800364816069576,
in22,0.6702464371882448,0.43022819638476606,
