,job233_scenario3_430,job234_scenario3_432,
in27,0.24001824080347883,0.24001824080347883,
B14,0.24001824080347883,0.3369081948516268,
B11,0.38671648007381837,0.2982738873515868,
cn12,0.13283991998133265,0.1466982392703396,
B54,0.19650652449253114,0.26670735967207904,
B51,0.3369081948516268,0.38671648007381837,
os4,0.3369081948516268,0.24001824080347883,
in4,0.5769264356551056,0.38671648007381837,
B33,0.2982738873515868,0.24001824080347883,
sh10,0.0,0.05825564654810789,
in22,0.3369081948516268,0.38671648007381837,
