,job293_scenario0_550,job294_scenario1_551,
in27,0.14123606504807795,0.3036848453146773,
B14,0.21524225259244573,0.6841047564772518,
B11,0.12000912040173939,0.3738856804942252,
cn12,0.0,0.18367572491293804,
B54,0.20406827487029416,0.6841047564772518,
B51,0.24001824080347883,0.18367572491293804,
os4,0.21524225259244573,0.32407739527203355,
in4,0.08955601497018018,0.18367572491293804,
B33,0.2689414108346241,0.444086515673773,
sh10,0.49389480089596455,0.25387656009248577,
in22,0.2689414108346241,0.3738856804942252,
