,job719_scenario2_1595,job721_scenario4_1597,
in27,0.21463581917782437,0.19957096843568606,
B14,0.16093666093564601,0.3897809240169733,
B11,0.19957096843568606,0.5097900444187127,
cn12,0.07249406821341442,0.26977180361523384,
B54,0.6297991648204521,0.35114661651693324,
B51,0.26977180361523384,0.5097900444187127,
os4,0.3897809240169733,0.3897809240169733,
in4,0.12937013325613833,0.3897809240169733,
B33,0.3897809240169733,0.0,
sh10,0.5097900444187127,0.3195800888374255,
in22,0.26977180361523384,0.5097900444187127,
