,job354_scenario1_665,job355_scenario0_666,job356_scenario2_668,
in27,0.23710831410651462,0.16310212656214684,0.23710831410651462,
B14,0.7059708179913207,0.2618843023175477,0.42731826968780184,
B11,0.3255509068287462,0.13534095124745904,0.24905350273795457,
cn12,0.20554178642700693,0.0,0.22593433638436305,
B54,0.42731826968780184,0.27574262160655466,0.34594345678610244,
B51,0.3073091492860624,0.3255509068287462,0.290807472348693,
os4,0.3255509068287462,0.24905350273795457,0.3957517420082941,
in4,0.17079835194695359,0.17079835194695359,0.27574262160655466,
B33,0.2618843023175477,0.24905350273795457,0.7059708179913207,
sh10,0.34594345678610244,0.42731826968780184,0.7059708179913207,
in22,0.3255509068287462,0.20554178642700693,0.5859616975895813,
