RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644422740,139,job47_scenario0_98,notAssignedYet,98,notAssignedYet,long_waiting_time,
1644422741,149,job53_scenario0_108,notAssignedYet,108,notAssignedYet,long_waiting_time,
1644422752,370,job164_scenario1_329,notAssignedYet,329,notAssignedYet,long_waiting_time,
1644422753,392,job175_scenario0_351,notAssignedYet,351,notAssignedYet,long_waiting_time,
1644422754,421,job194_scenario0_380,notAssignedYet,380,notAssignedYet,long_waiting_time,
1644422756,471,job220_scenario0_430,notAssignedYet,430,notAssignedYet,long_waiting_time,
1644422758,520,job242_scenario0_479,notAssignedYet,479,notAssignedYet,long_waiting_time,
1644422758,524,job245_scenario0_483,notAssignedYet,483,notAssignedYet,long_waiting_time,
1644422758,528,job247_scenario4_487,notAssignedYet,487,notAssignedYet,long_waiting_time,
1644422760,563,job267_scenario0_522,notAssignedYet,522,notAssignedYet,long_waiting_time,
1644422760,569,job270_scenario0_528,notAssignedYet,528,notAssignedYet,long_waiting_time,
1644422761,577,job276_scenario3_536,notAssignedYet,536,notAssignedYet,long_waiting_time,
1644422761,591,job286_scenario0_550,notAssignedYet,550,notAssignedYet,long_waiting_time,
1644422763,615,job300_scenario0_574,notAssignedYet,574,notAssignedYet,long_waiting_time,
1644422763,619,job302_scenario0_578,notAssignedYet,578,notAssignedYet,long_waiting_time,
1644422765,660,job324_scenario0_619,notAssignedYet,619,notAssignedYet,long_waiting_time,
1644422766,678,job336_scenario0_637,notAssignedYet,637,notAssignedYet,long_waiting_time,
1644422766,680,job338_scenario0_639,notAssignedYet,639,notAssignedYet,long_waiting_time,
1644422767,691,job342_scenario0_650,notAssignedYet,650,notAssignedYet,long_waiting_time,
1644422769,724,job362_scenario0_683,notAssignedYet,683,notAssignedYet,long_waiting_time,
1644422769,731,job364_scenario0_690,notAssignedYet,690,notAssignedYet,long_waiting_time,
1644422770,749,job371_scenario0_708,notAssignedYet,708,notAssignedYet,long_waiting_time,
