,job101_scenario3_197,job103_scenario3_200,job105_scenario1_204,
in27,0.516075235912117,0.398364039218015,0.07956184803394667,
B14,0.48938611704351687,0.49525399326616293,0.14976268321349445,
B11,0.5862760710916648,0.45661968576612294,0.06570352874493973,
cn12,0.4458744007325692,0.2911857183958688,0.0,
B54,0.42763264318988536,0.37524487286442354,0.1995709684356861,
B51,0.6360843563138564,0.49525399326616293,0.11112837571345441,
os4,0.5476417635916249,0.6152631136679023,0.12937013325613822,
in4,0.5476417635916249,0.49525399326616293,0.019257224165464826,
B33,0.7062851914934043,0.37524487286442354,0.06570352874493973,
sh10,0.516075235912117,0.3366105653643835,0.2697718036152339,
in22,0.516075235912117,0.45661968576612294,0.11112837571345441,
