,job127_scenario1_242,job129_scenario0_244,job130_scenario3_246,
in27,0.4785724597082364,0.23812601909622577,0.28783370453736057,
B14,0.5568276104992373,0.2623239214184019,0.3896010673964162,
B11,0.49507413664560584,0.2712046661066869,0.42823537489645624,
cn12,0.3750650162438664,0.09035572337979858,0.35803453971690846,
B54,0.6537175645473853,0.40057479936282514,0.25309027005730733,
B51,0.1265994141144713,0.0,0.09132718004482943,
os4,0.5835167293678376,0.35076651414063353,0.42823537489645624,
in4,0.40320298509761626,0.2538765600924857,0.35803453971690846,
B33,0.436818490097498,0.30095822891844193,0.4780436601186478,
sh10,0.6537175645473853,0.5023421622218808,0.42823537489645624,
in22,0.4635076089660981,0.3240773952720335,0.3896010673964162,
