,job446_scenario1_863,job449_scenario4_867,
in27,0.2617767155236063,0.17826476694984728,
B14,0.3586666695717542,0.4569173152533661,
B11,0.2746075151031995,0.14669823927033954,
cn12,0.20890398635825974,0.012830799579593155,
B54,0.5284840751956852,0.26670735967207887,
B51,0.2746075151031995,0.17826476694984728,
os4,0.2884658343922064,0.17826476694984728,
in4,0.24983152689216637,0.17826476694984728,
B33,0.33827411961439796,0.0,
sh10,0.40847495479394585,0.041753969610738406,
in22,0.33827411961439796,0.12000912040173933,
