,job545_scenario0_1097,job549_scenario1_1106,
in27,0.5942793938699988,0.3569076990945198,
B14,0.5711602275164074,0.3337885327409283,
B11,0.6283371380959306,0.41516334564262763,
cn12,0.4871010730478527,0.286706863914972,
B54,0.45115110711466805,0.3337885327409283,
B51,0.5823342052385589,0.24319514760402416,
os4,0.6911693479181469,0.43340510318531145,
in4,0.6806730092718567,0.36973849867411296,
B33,0.31195596820870375,0.0,
sh10,0.9809958739438173,0.5036059383648593,
in22,0.7023433256402984,0.3835968179631199,
