RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644417522,4,job1_scenario1_4,B11,4,4,worker_is_unavailable,
1644417523,9,job3_scenario1_9,B14,9,9,worker_is_unavailable,
1644417524,22,job8_scenario1_20,B14,20,22,worker_is_unavailable,
1644417524,22,job9_scenario1_22,B11,22,22,worker_is_unavailable,
1644417524,24,job10_scenario4_24,B11,24,24,worker_is_unavailable,
1644417525,33,job14_scenario2_33,B14,33,33,worker_is_unavailable,
1644417527,52,job16_scenario1_35,B14,35,52,worker_is_unavailable,
1644417527,52,job22_scenario1_52,B11,52,52,worker_is_unavailable,
1644417527,55,job24_scenario1_55,B14,55,55,worker_is_unavailable,
1644417527,59,job26_scenario4_59,B11,59,59,worker_is_unavailable,
1644417527,61,job28_scenario1_61,in27,61,61,worker_is_unavailable,
1644417528,64,job18_scenario3_40,B11,40,64,worker_is_unavailable,
1644417528,66,job11_scenario0_26,B11,26,66,worker_is_unavailable,
1644417528,70,job30_scenario4_66,B11,66,70,worker_is_unavailable,
1644417528,70,job34_scenario3_70,B11,70,70,worker_is_unavailable,
1644417529,74,job37_scenario1_74,B11,74,74,worker_is_unavailable,
1644417529,78,job38_scenario1_78,B14,78,78,Zt_prime=0,
1644417531,88,job43_scenario4_88,B11,88,88,Zt_prime=0,
1644417532,93,job46_scenario2_93,B14,93,93,worker_is_unavailable,
1644417532,96,job49_scenario4_96,B11,96,96,Zt_prime=0,
1644417533,103,job50_scenario1_99,B14,99,103,Zt_prime=0,
1644417533,103,job52_scenario2_102,B14,102,103,Zt_prime=0,
1644417534,107,job31_scenario0_67,B11,67,107,worker_is_unavailable,
1644417535,111,job57_scenario2_110,B14,110,111,worker_is_unavailable,
1644417536,118,job60_scenario3_118,B11,118,118,worker_is_unavailable,
1644417536,120,job39_scenario0_80,B11,80,120,worker_is_unavailable,
1644417537,124,job63_scenario1_124,B14,124,124,Zt_prime=0,
1644417537,127,job42_scenario0_87,B11,87,127,Zt_prime=0,
1644417539,138,job68_scenario3_138,B11,138,138,worker_is_unavailable,
1644417540,141,job51_scenario0_101,B11,101,141,worker_is_unavailable,
1644417540,142,job71_scenario1_142,B14,142,142,Zt_prime=0,
1644417540,143,job56_scenario1_108,in27,108,143,worker_is_unavailable,
1644417540,144,job54_scenario0_104,B11,104,144,worker_is_unavailable,
1644417541,147,job74_scenario1_147,B11,147,147,worker_is_unavailable,
1644417541,150,job67_scenario4_135,B11,135,150,worker_is_unavailable,
1644417541,151,job58_scenario3_111,B11,111,151,worker_is_unavailable,
1644417542,153,job59_scenario0_113,B11,113,153,worker_is_unavailable,
1644417543,158,job80_scenario1_156,B14,156,158,worker_is_unavailable,
1644417543,160,job69_scenario3_139,B11,139,160,worker_is_unavailable,
1644417543,162,job73_scenario1_146,B11,146,162,worker_is_unavailable,
1644417544,163,job62_scenario0_123,B11,123,163,worker_is_unavailable,
1644417544,163,job83_scenario3_159,B11,159,163,worker_is_unavailable,
1644417544,168,job82_scenario1_158,B11,158,168,other_job_from_Ati_was_chosen,
1644417545,172,job93_scenario1_172,B14,172,172,worker_is_unavailable,
1644417546,176,job88_scenario1_165,B11,165,176,worker_is_unavailable,
1644417546,180,job72_scenario3_144,B11,144,180,worker_is_unavailable,
1644417547,184,job75_scenario4_148,B11,148,184,worker_is_unavailable,
1644417548,192,job78_scenario0_152,B11,152,192,worker_is_unavailable,
1644417550,200,job86_scenario1_162,in27,162,200,worker_is_unavailable,
1644417550,201,job104_scenario1_200,in27,200,201,worker_is_unavailable,
1644417550,203,job87_scenario1_163,B11,163,203,worker_is_unavailable,
1644417551,206,job89_scenario3_166,B11,166,206,worker_is_unavailable,
1644417551,207,job110_scenario2_207,B14,207,207,worker_is_unavailable,
1644417551,207,job90_scenario0_167,B11,167,207,worker_is_unavailable,
1644417551,208,job111_scenario2_208,B14,208,208,worker_is_unavailable,
1644417551,208,job91_scenario0_168,B11,168,208,worker_is_unavailable,
1644417552,211,job92_scenario3_171,B11,171,211,worker_is_unavailable,
1644417552,214,job94_scenario0_174,B11,174,214,worker_is_unavailable,
1644417553,219,job116_scenario1_218,in27,218,219,worker_is_unavailable,
1644417553,219,job117_scenario1_219,in27,219,219,worker_is_unavailable,
1644417553,221,job118_scenario1_220,in27,220,221,worker_is_unavailable,
1644417554,227,job101_scenario3_195,B11,195,227,worker_is_unavailable,
1644417555,230,job99_scenario0_190,B11,190,230,worker_is_unavailable,
1644417555,234,job100_scenario0_194,B11,194,234,worker_is_unavailable,
