,job237_scenario2_464,job241_scenario0_469,
in27,0.1867813967555293,0.1200091204017395,
B14,0.26215087136614945,0.22039690175541105,
B11,0.24708602062401114,0.15864342790177943,
cn12,0.16752417259006447,0.0,
B54,0.3404060221571504,0.2332277013350042,
B51,0.14214175096441006,0.15864342790177943,
os4,0.5573050966070378,0.13444552557960332,
in4,0.24708602062401114,0.16752417259006447,
B33,0.4871042614274899,0.2968943058462027,
sh10,0.4871042614274899,0.3404060221571504,
in22,0.6773142170087771,0.2084517131239711,
