,job58_scenario1_126,job60_scenario1_128,
in27,0.21109507077233353,0.1453915420273938,
B14,0.05513598443740941,0.0,
B11,0.22495339006134046,0.274761675283532,
cn12,0.13651079733910876,0.09108595037059408,
B54,0.5351724660443671,0.37652903814258765,
B51,0.19826427119274037,0.22495339006134046,
os4,0.24001824080347878,0.3182733915944797,
in4,0.15475255488179274,0.17514510483914886,
B33,0.3182733915944797,0.19826427119274037,
sh10,0.29515422524088825,0.46497163086481924,
in22,0.17514510483914886,0.24001824080347878,
