,job349_scenario2_666,job352_scenario2_669,job353_scenario0_670,
in27,0.20328307369289866,0.19338686238183278,0.1108138677925199,
B14,0.5738067735444071,0.6938158939461465,0.2635876975613805,
B11,0.20328307369289866,0.3337885327409283,0.07825515079100098,
cn12,0.16669774351323263,0.2137794123391889,0.0,
B54,0.6938158939461465,0.4151633456426277,0.35690769909451975,
B51,0.23689857869278041,0.2786525483035188,0.31339598278357206,
os4,0.45379765314266773,0.5036059383648592,0.18402584952743384,
in4,0.2786525483035188,0.24972937827237357,0.12972025787063413,
B33,0.45379765314266773,0.4151633456426277,0.2635876975613805,
sh10,0.1751451048391488,0.07825515079100087,0.29515422524088825,
in22,0.5738067735444071,0.38359681796311995,0.16669774351323263,
