,job440_scenario0_864,job441_scenario1_867,job442_scenario0_868,
in27,0.12000912040173928,0.25892463088159295,0.12000912040173928,
B14,0.17589299612245202,0.23414864267055985,0.23414864267055985,
B11,0.1389155104798535,0.21247832630211805,0.15277382976886045,
cn12,0.0060755904985208,0.19322110213665322,0.0,
B54,0.2878478009127382,0.32259123539279144,0.2460938313019998,
B51,0.21247832630211805,0.3429837853501477,0.30434947785010763,
os4,0.19322110213665322,0.32259123539279144,0.19322110213665322,
in4,0.1843403574483682,0.2878478009127382,0.1843403574483682,
B33,0.2460938313019998,0.2727829501705999,0.21247832630211805,
sh10,0.39279207057233934,0.36610295170373913,0.4243585982518471,
in22,0.19322110213665322,0.3429837853501477,0.19322110213665322,
