,job89_scenario0_185,job90_scenario3_190,
in27,0.1300975988762233,0.3504945006316342,
B14,0.17761265106454827,0.4087501471797421,
B11,0.15223022943889386,0.4971927399019737,
cn12,0.0,0.27223934984063325,
B54,0.20736621387630333,0.3273753342780427,
B51,0.27223934984063325,0.44738445467978216,
os4,0.20736621387630333,0.3771836195002344,
in4,0.14453400405408712,0.4087501471797421,
B33,0.243316179809488,0.44738445467978216,
sh10,0.3504945006316342,0.3504945006316342,
in22,0.2185401915984549,0.4971927399019737,
