,job308_scenario1_586,job311_scenario2_593,job312_scenario0_595,
in27,0.2332277013350042,0.2084517131239711,0.13444552557960332,
B14,0.3986616687052583,0.2786525483035189,0.1768851854444634,
B11,0.26215087136614945,0.24708602062401114,0.11321858093326476,
cn12,0.14214175096441006,0.14214175096441006,0.0,
B54,0.43729597620529836,0.3404060221571504,0.19727773540181953,
B51,0.2968943058462027,0.2084517131239711,0.26215087136614945,
os4,0.3172868558035589,0.3986616687052583,0.1768851854444634,
in4,0.1867813967555293,0.1867813967555293,0.19727773540181953,
B33,0.26215087136614945,0.4871042614274899,0.2968943058462027,
sh10,0.43729597620529836,0.4871042614274899,0.3670951410257506,
in22,0.2332277013350042,0.5573050966070378,0.22039690175541105,
