,job851_scenario1_2005,job852_scenario1_2006,
in27,0.3765290381425876,0.34496251046307985,
B14,0.0,0.13651079733910876,
B11,0.36002736120521817,0.31827339159447976,
cn12,0.2654006624291332,0.23232201541867203,
B54,0.4382825119962191,0.4649716308648193,
B51,0.3765290381425876,0.3311041911740729,
os4,0.3765290381425876,0.36002736120521817,
in4,0.3311041911740729,0.34496251046307985,
B33,0.31827339159447976,0.3063282029630398,
sh10,0.5351724660443671,0.5849807512665586,
in22,0.3765290381425876,0.3765290381425876,
