,job74_scenario1_154,job75_scenario3_157,
in27,0.12000912040173939,0.22495339006134052,
B14,0.1365107973391088,0.34496251046307985,
B11,0.1365107973391088,0.2951542252408883,
cn12,0.0,0.12000912040173939,
B54,0.17514510483914886,0.17514510483914886,
B51,0.1365107973391088,0.2951542252408883,
os4,0.1365107973391088,0.2951542252408883,
in4,0.07825515079100098,0.2951542252408883,
B33,0.12000912040173939,0.4151633456426277,
sh10,0.19826427119274032,0.25651991774084826,
in22,0.15475255488179263,0.34496251046307985,
