,job640_scenario0_1328,job641_scenario4_1329,
in27,0.15210919723343008,0.41251998799426515,
B14,0.23220624372404386,0.4440865156737729,
B11,0.059861252146378496,0.4125199879942651,
cn12,0.02580350792044661,0.3627117027720735,
B54,0.0,0.204068274870294,
B51,0.2925108675925257,0.7227390639772917,
os4,0.19562091354437783,0.5325291083960044,
in4,0.21294901955857903,0.4440865156737729,
B33,0.2658217487239256,0.27865254830351877,
sh10,0.5325291083960044,0.41251998799426515,
in22,0.25387656009248566,0.34231915281471725,
